,zcta,value_1_bed,value_2_bed,value_3_bed,value_4_bed,value_5_bed,all_homes,all_sfh,all_condo,all_homes_projections,all_homes_prior,all_homes_yy_smoothed,all_homes_200701,all_homes_201201,dollar_drop_2007_2012,household_income,household_income_prior,household_income_delta,pct_below_pov_line,pct_below_pov_line_prior,pct_below_pov_line_delta,total_pop,total_pop_delta,total_pop_prior,pct_wfh,pct_wfh_delta,pct_wfh_prior,pct_0_bed_rentals,pct_1_bed_rentals,pct_2_bed_rentals,pct_3_bed_rentals,pct_4_bed_rentals,pct_5_bed_rentals,pct_0_bed_stock,pct_1_bed_stock,pct_2_bed_stock,pct_3_bed_stock,pct_4_bed_stock,pct_5_bed_stock,pct_foreign,pct_foreign_delta,pct_foreign_prior,pct_white,pct_white_delta,pct_white_prior,pct_black,pct_black_delta,pct_black_prior,pct_asian,pct_asian_delta,pct_asian_prior,pct_hispanic,pct_hispanic_delta,pct_hispanic_prior,total_housing_units_delta,total_housing_units_prior,pct_with_bachelor,pct_with_bachelor_prior,pct_with_bachelor_delta,pct_under_18_prior,pct_under_18_delta,pct_under_5_prior,pct_under_5_delta,pct_over_65_prior,pct_over_65_delta,pct_vacancy_prior,pct_vacancy_delta,median_listing_price,active_listing_count,median_days_on_market,total_listing_count,new_listing_count,price_drops_pct_of_inventory,price_reduced_count,average_listing_price,median_listing_price_per_square_foot,active_listing_count_historical,total_listing_count_yy_smoothed,median_days_on_market_yy_smoothed,median_listing_price_yy_smoothed,average_listing_price_yy_smoothed
all_homes_prior,0.09063136256792223,0.8711864417816391,0.9301709581605643,0.9330430588369727,0.9060945658922507,0.8463018137261621,0.9943345060044609,0.9574239075110624,0.8849760580618077,-0.06575708304066522,1.0,-0.021683717435314744,0.8865525238857681,0.894243160213901,-0.11214205273655631,0.6689018584851854,0.6220643505552169,0.09768528974628236,-0.2919396924874468,-0.2739149214213983,0.014718571447480075,0.19510160255917292,0.037809433561438746,0.22364386061303645,0.4320595608691693,0.022352274149108915,0.2842407608056097,0.18975288320529266,0.18046541044032596,-0.05946467680605922,-0.17907591836520356,0.01824994647984491,0.05084536266659183,0.19423717070097615,0.1834242661331513,-0.14667568504378067,-0.34903048384626384,0.23508569447632627,0.3176488458566269,0.3969909874305908,-0.04715382187328251,0.4259254297809866,-0.11557745131059967,-0.029468012609903785,-0.12813949165240832,-0.12108435354531072,-0.006943582963023787,-0.11102726961746538,0.4562883418172441,-0.01573823115679614,0.46551955092461544,0.0998356928188585,-0.03799717552915301,0.12538086457649075,0.04457465838711945,0.2203753678959682,0.6288716227173152,0.621280603724228,-0.04571864229074114,-0.11915921651001452,-0.003811630968805966,-0.10043976700164511,-0.018766541024591427,0.01603189254831943,0.01185957472603788,-0.05248903923121267,-0.01167345404830426,0.6771335564548635,0.13405219435737506,-0.11914355917814987,0.14480399250384,0.15553023211566797,0.05869868485782065,0.10089262411193188,0.6622940795126919,0.1324340111627061,0.16814730658273924,0.0003269362245293609,-0.014384852931395613,-0.0016583127368874052,-0.0016697568821851044
all_homes_yy_smoothed,0.07861511610275465,-0.06369760456217034,0.014431196802416259,0.028043345600589117,0.01857034812122415,0.009652381709610958,0.048825813151032585,0.04265873126496088,-0.04550789124355984,0.42416784802992885,-0.021683717435314744,1.0,-0.008854484927387425,-0.04260308669655112,-0.19847628877378046,0.04161737620309701,-0.07938624551809115,0.12808793770359353,0.039312986106466635,0.07296921526022931,-0.012775356744818275,0.0826881718480649,0.02436239469290734,0.02195372556167821,0.16446419945119306,0.04904108513976897,0.04274339542605024,0.00720988755991147,-0.01522055070581479,-0.011704659730150039,0.013761132498362236,0.010789268873330335,0.0007113749599177711,0.021349729514015554,0.023865079346004684,0.030905635554384657,-0.02691097300670985,-0.023615312172339094,-0.0010524388711573912,0.1094757493655515,-0.002510168109682483,0.016605224769541932,-0.13559220600892172,-0.011788442551906525,-0.06302653869323777,0.02741204727571854,-0.007565660828419406,0.03247861357470185,0.021357307012959067,0.0012278978116664102,-0.054220243802516124,0.1495366334968817,-0.005088614440072617,0.07625772884088164,0.009074451230866755,0.022216223936696217,-0.019392859801971734,-0.07897156964066897,0.012606051294342955,0.010580840057415757,0.0004898579462546921,0.012496965605389381,-0.0030974583211971474,0.06620285443773613,-0.01477117714657931,0.09071612210888322,-0.052278463942050164,0.015530248931998938,-0.119345398216727,-0.14601734257994572,-0.05771631299223055,0.03750171792741514,0.018531987172620754,-0.07978869255244501,0.013528045401272813,0.006194538449969489,0.012011047922287521,-0.06959428860473112,-0.034800785868108454,-0.0017747406189056853,-0.0017667147303674995
all_homes_200701,0.10016377573019296,0.7810675852479583,0.8281828060151664,0.826313964620783,0.800956909080553,0.7491686564611441,0.889230758566134,0.8509426808158719,0.7956793100504864,-0.2225633303140315,0.8865525238857681,-0.008854484927387425,1.0,0.9512654732018028,-0.264752830978935,0.6369685519232079,0.6520133118016687,0.05913169709083008,-0.3200247727741403,-0.32297008566716473,0.02536408076876148,0.1609136317760464,0.03251767058343795,0.1609001170179788,0.38016335325487466,-0.016539957586496346,0.378427039182601,0.18277090412262814,0.1814675808123777,-0.0792599877664287,-0.20165849964519678,0.05729348195685911,0.0844879323180196,0.17287625292231193,0.15555633300528018,-0.14195505448475532,-0.39414380280947264,0.27368414277072456,0.3712868960350969,0.4128737980941799,-0.05894355404204827,0.4128932351842328,-0.10140541618900863,-0.03172823439220661,-0.0942457676395727,-0.1508374583540959,-0.005489467572745423,-0.14962882436705505,0.43803883427406687,-0.018447898653008936,0.43369142543706957,0.10978346890045385,-0.042189840103436495,0.11034387077765026,0.03324499552527978,0.15533817620988596,0.6152296766055873,0.6192063134940721,-0.07202181869439779,-0.14610755142539464,0.0027961134110848487,-0.15834804585989015,0.001739884470520713,0.08483852368648791,0.012057061023592065,-0.03710899779527532,0.009149106125659034,0.6394154933064982,0.14483513188176506,-0.0674426447433376,0.13746707078724324,0.12890522387903283,-0.012236663741038925,0.07493192579615054,0.6377348385977681,0.3691874044899408,0.16013642806883283,-0.03276097279553697,-0.022963104202295553,-0.0027599192228732958,-0.0026294988027660404
all_homes_201201,-0.02792915482686955,0.7752928031839964,0.8330491658859979,0.8339613365653924,0.811020593896259,0.7581998783967436,0.8928700205085482,0.8633554827098628,0.8168560120146829,-0.12932445946363483,0.894243160213901,-0.04260308669655112,0.9512654732018028,1.0,-0.01725248201761388,0.6656755561620056,0.6877279357610641,0.03745822940317025,-0.33796978916755993,-0.34523851884301077,0.04293088519096033,0.130599515156228,0.028130336013066172,0.12994865953105317,0.36791532908697405,-0.0033889501864545085,0.3352825135399691,0.17167798600073508,0.19182219381417345,-0.07255583538298252,-0.194086575796332,0.036972692733533825,0.08390911248448941,0.16535749689479767,0.16092325887516457,-0.18585381661466113,-0.3695398045159921,0.29248346882165477,0.38526117362033363,0.34138110930026355,-0.044297812468337715,0.3401197189851574,-0.030059937056474723,-0.024678486490531244,-0.023489053819744168,-0.1494778685379294,0.0015432253552489254,-0.1489929076196636,0.4245493113055765,-0.014242674381412268,0.42003205972781316,0.015980441866164614,-0.027024975104063768,0.017038959594670226,0.033825567684363164,0.13492649831311362,0.6731540886023883,0.6791974036609311,-0.06034026470896917,-0.14727380238829121,0.0016609648041412174,-0.15390128423718916,0.0036896790008103504,0.055941430077625275,0.023755456748202345,-0.029108771170611614,0.014360615065582935,0.6393521416655933,0.13288754728980606,-0.05125021490674389,0.12434278826229202,0.11235444713795435,-0.015492724149553721,0.0565971923718064,0.6378669611866657,0.30943333616167124,0.14105698818134868,-0.030613755008783588,-0.02079497241353332,-0.0019981544641991984,-0.001941873997709866
dollar_drop_2007_2012,-0.2323428040479203,0.0691509059210855,-0.09250206322086992,-0.10894545596719125,-0.06884535689672888,-0.021729322237272974,-0.1206702049966617,-0.11334207118582937,0.10286099176746218,0.1723696248450845,-0.11214205273655631,-0.19847628877378046,-0.264752830978935,-0.01725248201761388,1.0,0.009947300159868343,0.027300076099833273,-0.07952512458449117,-0.13602155062807303,-0.1608913552206493,0.043718279455432094,-0.2935614500177403,-0.021198921103157103,-0.29370034515672,-0.04994526892855079,0.012574345838058658,-0.03960156556326069,-0.056792628455654096,-0.028884474146883277,0.007927077724185648,0.04620619196921785,-0.02724033326953701,0.019741923048663738,-0.08197226210959117,-0.09720182948147986,-0.1370084293558449,0.15375939083163986,0.025461569888315258,0.04914771583594402,-0.39024724158295226,0.061636454007452136,-0.3882744086190807,0.4344242920708605,0.028162447178038515,0.42979734619835847,-0.22830345006637784,0.03926310697597923,-0.2285914338676876,-0.14421471514750125,0.015052361235969022,-0.14584469942384645,-0.3880839742427673,0.06778829117508763,-0.3819604475635065,-0.01072666708218849,-0.276935563693226,0.04626620578161806,0.04818415010396743,0.013375759604970571,-0.041404336779519574,0.008438077977577977,-0.07612635988287715,0.036841877709066634,0.03381690500628015,0.016875878357934606,0.027092098361739907,0.08182221947573315,-0.059868155871519856,-0.18024605497528612,0.1534963776981179,-0.21576238861857563,-0.2551958354330054,-0.14867068962411345,-0.21442594168617357,-0.05612912493229042,-0.06670311206068265,-0.2139275345510385,0.017688022831242833,0.02743824792506743,0.003990748649921415,0.0037842141875169353
household_income,-0.07700340630590785,0.5521524094091901,0.5981375880376695,0.5831378273777604,0.5676473397425325,0.5032563136148243,0.6667876294551843,0.6197957416121274,0.5157847576898074,,0.6689018584851854,0.04161737620309701,0.6369685519232079,0.6656755561620056,0.009947300159868343,1.0,0.895867840600029,0.24150527040214959,-0.6141472164185958,-0.568575930211779,0.005725178045805551,0.1509290666578407,0.050303375267459476,0.1481803549584062,0.4194721259614047,0.047710813910136124,0.22295230014935724,0.04929305615615253,0.11317915518228312,-0.0781579663618939,-0.12337290837865347,0.10866718073379363,0.0929670797561715,-0.06379103447245676,-0.08626617149702126,-0.41710478260760603,-0.21615392746397089,0.5775867369973264,0.48717704044294946,0.2229867263688956,-0.037666409208471585,0.2280490956455841,0.07249878939271885,-0.056320840987504214,0.09047195114768461,-0.21181027227361487,0.014883435086012326,-0.21658048039329003,0.36268179242936155,-0.004613612809372977,0.36137032661018864,-0.04121538591437386,-0.0203027374678038,-0.0443138972409119,0.05038371056332006,0.11834433431460138,0.7169461576498671,0.7054965382113496,-0.0324218682874033,0.03493217335918591,-0.01043361387255307,-0.07521703393303826,-0.010297121405268598,-0.07318722590422143,-0.011203214670211178,-0.2519705100670188,-0.001782622501864699,0.4338196736777705,0.07599650623195255,-0.17237128933285464,0.11287069492602872,0.16508658137376644,0.06891959112612,0.07814807882376819,0.4144788230589198,0.2603711987695771,0.1466950819533983,-0.030514453532260948,-0.008527181855301613,-0.0009313004639313543,-0.0008720451081390387
household_income_prior,-0.0929353104288479,0.4612777054919341,0.5337977546315573,0.529853545037041,0.5095366681613843,0.4397017434083425,0.6167918937597148,0.5682975358938275,0.4507496592805432,,0.6220643505552169,-0.07938624551809115,0.6520133118016687,0.6877279357610641,0.027300076099833273,0.895867840600029,1.0,-0.1648638725539612,-0.5618981042029433,-0.6432660545143629,0.06541243584287929,0.15102046870342237,0.057270577042725444,0.1386958842517843,0.40417251379953345,0.024936756101782715,0.21201382822303588,0.042443165192824414,0.1181791493459486,-0.06244819179305605,-0.13218658122071966,0.09895989595181211,0.09542901795976576,-0.07729249967005353,-0.08887156491382431,-0.3979573851507796,-0.23241070257288587,0.5722771684476036,0.4912267233906323,0.2269066292830655,-0.03263867415507323,0.20634795779731624,0.08429419291127309,-0.0663232090501925,0.11494450264992209,-0.21796927314982648,0.02510095813450043,-0.22544734634196764,0.36935385835152523,-0.004175927403142194,0.35213633311869397,-0.05654478559496467,-0.01667667726494335,-0.06737702903023562,0.10407134309948692,0.10692587693940513,0.7001814691167911,0.7267345642771692,-0.08666694338370688,0.057889561093235585,-0.020452388140812044,-0.0746084140756595,-0.010633436147721267,-0.1119481673483198,0.04460466216115707,-0.26451226002510203,0.0009488062346695537,0.39760781873177636,0.10199901445728408,-0.13677824708655772,0.12661514388713196,0.16770574013192707,0.06162206068542853,0.09103320107276462,0.3784036087088677,0.2322687558077185,0.14256518258907325,-0.03462199560421037,-0.013559359617243994,0.0007374944379335117,0.0008123543492003048
household_income_delta,0.030983051537285793,0.23914082292719913,0.1868431163038885,0.13681324306480444,0.15571846127340502,0.16781914099524503,0.10294586835449539,0.09655761114177715,0.2095958460884809,,0.09768528974628236,0.12808793770359353,0.05913169709083008,0.03745822940317025,-0.07952512458449117,0.24150527040214959,-0.1648638725539612,1.0,-0.10358632749306584,0.16237875575541436,-0.13651148546486025,-0.005431214271264577,0.13745032429629278,-0.009421793178508485,0.12114359739858276,0.044877929434469443,0.03921546683087366,0.014427274446301675,-0.0017439590760879645,-0.01892388330473305,0.00626949919092048,0.010305423403296867,0.0041098581547287134,0.03871238709561983,0.018986818401810306,-0.014577034169826841,-0.01470441881213553,-0.0007397711180968964,0.012444275844560313,0.034115118934557466,-0.00796661971777301,0.040945098621984324,-0.029761056974005145,0.03499731842538165,-0.040775368770241426,-0.003105374127792161,-0.022941033508082322,0.013984471191899987,0.022233042523701434,-0.0020353187668645345,0.018494644239154506,0.03214263623459751,-0.005624442120683832,0.03895785166132421,0.0016664836745561857,-0.009344353386042392,0.05778934226918495,-0.020929588827615263,0.152232888536194,-0.06155149681050792,0.025709637849611555,-0.02023157659099467,0.01073247608753772,0.0879939946492975,-0.09179910397823063,0.047069302037660715,-0.005851783832224717,0.07631292301593835,-0.05267893063250948,-0.03819003804231009,-0.03234333316038781,-0.01984403815946636,-0.012877520178209097,-0.03804940499703417,0.06934679589099203,0.08437859085343057,-0.004152702437469813,0.012267722200932623,0.014162378695668736,-0.003457465575253444,-0.0034906612411999775
pct_below_pov_line,0.07670995504036486,-0.22923008200227538,-0.2619436933394909,-0.2578505326483932,-0.27340944782543675,-0.2425027622979085,-0.28836607603222,-0.26701890116322685,-0.16822287059473284,,-0.2919396924874468,0.039312986106466635,-0.3200247727741403,-0.33796978916755993,-0.13602155062807303,-0.6141472164185958,-0.5618981042029433,-0.10358632749306584,1.0,0.6777510122983893,0.15130660337688753,0.043221673760769935,-0.01999158691965857,0.03638141390703,-0.20869015238566582,0.005509770294590021,-0.16175041250374297,0.055699855301679785,-0.026142642655305012,0.018934894733401098,0.05804391786498534,-0.08745222484612325,-0.0763594229821503,0.18281499486705707,0.20588701566342732,0.3015948052384353,0.005800281241147115,-0.41558703713953343,-0.2907304203233345,0.05807217252227107,0.00534810768314658,0.042563978488917874,-0.3757483970898918,0.04646120240966345,-0.35807514360663084,0.38514007423079555,-0.03107237294591864,0.3727134488392233,-0.09615759353481176,-0.007449106916537362,-0.09149321065814392,0.2141793061307371,-0.00859607900415426,0.18903188211038172,-0.027679376427663584,0.04849496703760519,-0.4012305133289581,-0.37026625748883757,0.006265743194943985,0.029356257545052198,0.02526351682657137,0.12464735094705637,0.006124755655102779,-0.08593601500057556,-0.02391853688150073,0.13913589187657235,-0.014308348712543465,-0.17500811408996567,-0.03192975871494547,0.05595241707547861,-0.05116022924899774,-0.07323281470783645,-0.017678795205857134,-0.046061589287731894,-0.162227587188634,-0.09550671168617902,-0.0501697292102448,0.023375377019909778,0.004862069512952321,0.0028178574347130607,0.002571248781059299
pct_below_pov_line_prior,0.08774736732867643,-0.19114724333060407,-0.23838850469082623,-0.23871695566332238,-0.2510181735278603,-0.22241695686184465,-0.27229385422207314,-0.24907715779912376,-0.14479697905749353,,-0.2739149214213983,0.07296921526022931,-0.32297008566716473,-0.34523851884301077,-0.1608913552206493,-0.568575930211779,-0.6432660545143629,0.16237875575541436,0.6777510122983893,1.0,-0.18350173170400716,0.05202245010542417,-0.0205124719567151,0.06571570215652728,-0.224877320917997,-0.001407152635441357,-0.15917479077876567,0.0640067618345064,-0.025386562647717752,0.015609539623123931,0.05425513129354263,-0.08127632939996175,-0.08113071654378758,0.1960948971443441,0.20853573845320478,0.29145352761135845,0.015462363135039882,-0.4075732731500524,-0.3034477804994053,0.06357113861701853,-0.006542718532966747,0.08378822035474123,-0.3856464959009469,0.085750255156968,-0.4161519978108566,0.3893274557352954,-0.045761492009575085,0.402126438078238,-0.09931204400630474,-0.0069754935007012514,-0.08797248396511548,0.2309519169620694,-0.02937844425384812,0.24669420706941408,-0.020480410020094264,0.07434931765815131,-0.39000662423343113,-0.4035371498778541,0.0639249176003511,0.10094103491345552,-0.022420308582982874,0.1887645277416827,-0.04259965235700234,-0.1399106289183002,0.012933971931022508,0.13286360095582864,-0.017502694468575004,-0.16704326097115132,-0.022931058972458573,0.041490098420351805,-0.03665022816563241,-0.0543925284551714,-0.00022424869513701628,-0.031119954197204595,-0.15752918565613963,-0.08723892560214651,-0.03754128514672843,0.022902351550924165,0.0002437118711890522,-0.0008981603170373931,-0.001014837718700345
pct_below_pov_line_delta,-0.018518988322208448,-0.007233863385464677,0.010142733794405816,0.007263022593129467,0.0268884746625078,0.05091680798779142,0.01207056702471074,0.00835627122635288,0.012815787951272977,,0.014718571447480075,-0.012775356744818275,0.02536408076876148,0.04293088519096033,0.043718279455432094,0.005725178045805551,0.06541243584287929,-0.13651148546486025,0.15130660337688753,-0.18350173170400716,1.0,-0.06933016461231323,0.0030208572497752184,-0.0700955667655916,0.013293528185211479,0.007235312393145034,0.019357006776222173,-0.01291828065377541,-0.03574793313140738,-0.020206326333823868,0.027030679657568515,0.029411057547540375,0.018941350086060526,-0.016325612378289736,-0.03326513034611267,-0.012051276318094915,0.008004434717951942,0.021507734615015598,0.02524813072859825,-0.03051382271641565,0.009030041697523203,-0.03469315375593101,0.044653806345033804,0.00827633386727541,0.05119196234516674,-0.027923457683024736,0.01564877853590819,-0.03221810644704967,-0.020392208602219512,-0.00027010658537526025,-0.017283363224486762,-0.030811486112718934,0.02017419853771976,-0.03618387022693344,0.00792135768772751,-0.0724888476061344,-0.004590737194479952,0.015766756291668047,-0.016419994941599975,-0.033577151320377564,0.028757209605510443,-0.053505477860262725,0.04613177181603785,0.04122115816440541,0.020724802660011105,0.027000835293670956,0.017491200468269165,0.013570979402600944,-0.0430413214430289,0.0339865350697596,-0.05072061663023399,-0.05675674918952568,-0.0380083787337386,-0.04081640166681243,0.011147096287879393,2.9231219914428802e-05,-0.04821214464987869,0.008501274131514414,0.011001817805314626,0.0012260585620478776,0.0012015674287503763
total_pop,0.09977041141193217,0.03483498083789021,0.14701222132576974,0.18216713577393417,0.09791383931569837,-0.08163919686875087,0.201684473896574,0.2166151269210115,-0.059859126872877595,,0.19510160255917292,0.0826881718480649,0.1609136317760464,0.130599515156228,-0.2935614500177403,0.1509290666578407,0.15102046870342237,-0.005431214271264577,0.043221673760769935,0.05202245010542417,-0.06933016461231323,1.0,0.010917272183686542,0.9940598979462787,0.00561153261015795,0.006407246991098496,-0.10391945551488163,0.1316637322233211,0.23456744507486016,0.05640774515750801,-0.20277935231545563,-0.08553974644235048,-0.06884981539388056,0.1196876218445351,0.2482598503865969,-0.016645721027065928,-0.252046519186338,0.09516381108899777,0.032257350650832545,0.5523646917038579,-0.09094257249517838,0.548626837079204,-0.5107534900683259,-0.05650390419111765,-0.49903686394595625,0.23093132903702074,-0.06037298862834218,0.2231623300301895,0.39957558833811463,-0.047114734431867075,0.39796802087682687,0.40900029968470286,-0.1046850429962889,0.4053218180345669,0.028854933625857556,0.9614356593651455,0.27532312018412153,0.28016049783759583,-0.06905164828714017,0.15733495577940365,-0.0394683989153149,0.19168844483181213,-0.0909991514654258,-0.30257620915735334,-0.054171979422784934,-0.31504066364821903,-0.08593332211739688,0.07377622293495971,0.4963143360018929,-0.31976793981669227,0.5899603686258134,0.7266031496021588,0.3405732700670034,0.5207950561433876,0.07526615700060259,0.10610075326529983,0.5589107056072871,-0.053384538293191015,-0.04668508827789624,-0.002898105543745656,-0.0028497509230035853
total_pop_delta,0.014087676389546317,0.05457538800441713,0.043441161732671166,0.03566501636959706,0.026861333196297313,0.028600727139883424,0.042540404864041814,0.03571018260290589,0.033192462804555414,,0.037809433561438746,0.02436239469290734,0.03251767058343795,0.028130336013066172,-0.021198921103157103,0.050303375267459476,0.057270577042725444,0.13745032429629278,-0.01999158691965857,-0.0205124719567151,0.0030208572497752184,0.010917272183686542,1.0,-0.0032752997767792865,0.04401965688937457,-0.002482498938950069,0.09431229726747639,0.006251682564299915,-0.013527669691539615,-0.024000790647005426,0.01589053428247675,0.017113283201879322,0.01297484462129405,0.005474139124355456,-0.004473812868719309,-0.031775597794574104,-0.013867526065840286,0.032233307023867196,0.040706993741376866,0.016695645114037854,-0.00752708149222204,0.008716272585909738,-0.004490717213450615,-0.0193089588670968,0.008348655909159128,-0.009555523752170343,0.010876733837314414,-0.013593762040519961,0.010363479318548368,0.008474282031783614,0.007755658777848602,0.012134466748642502,0.0115732391967608,0.0016249729799306142,0.8828456550328192,-0.0033883939938756853,0.03899049529186964,0.04423495005617032,0.002765374641176251,-0.06930197477406781,0.13555663910357763,-0.03237181809684714,0.0741263875478764,0.04229593805016111,-0.12248555151895203,0.053495375330651324,-0.04991607055718418,0.05170416224241377,0.03313416615104357,-0.011461573546714888,0.04642494939234276,0.04754825831536043,0.008831979116317104,0.03349281118136672,0.04348900143517986,0.026279549236384293,0.053872695368649,0.004933342522536226,0.000993399171060846,-0.0001810268775994984,-0.00019800453997238993
total_pop_prior,0.09765706500237498,0.04669700905786186,0.17209966913844743,0.2046788498653649,0.11375652116266935,-0.07058383889707712,0.22583823838234415,0.2384781072137546,-0.046814442444380044,,0.22364386061303645,0.02195372556167821,0.1609001170179788,0.12994865953105317,-0.29370034515672,0.1481803549584062,0.1386958842517843,-0.009421793178508485,0.03638141390703,0.06571570215652728,-0.0700955667655916,0.9940598979462787,-0.0032752997767792865,1.0,0.05744856483182017,0.006828489105846814,-0.11100864361917417,0.142688361418054,0.23252552833872414,0.06430555396649343,-0.2074108476277996,-0.09261894373112069,-0.0672211905757234,0.135173181701856,0.25557674270226377,0.0023089437166633137,-0.25904967050605465,0.07896789330945597,0.025348403459603572,0.5543173739729088,-0.09169708401649812,0.5537864111908241,-0.5204614539589828,-0.0517945287859472,-0.5072198424037365,0.23831891043363948,-0.06176628674165269,0.23053580554632172,0.3992644770609967,-0.04839305607624678,0.39849884602342633,0.4115789003000937,-0.1054917698310265,0.41044830989605835,0.014696583213899647,0.9672568500416784,0.27000802168660865,0.26976029796684037,-0.06899207844482007,0.15293273673859897,-0.04236265387278658,0.18937428729986472,-0.0936071361552754,-0.30024982937954947,-0.05066816318262493,-0.31607245608107076,-0.08121037408951484,0.0669777010608071,0.47709410624979814,-0.310739844909468,0.5690798268061338,0.700417947268464,0.32902442246871133,0.4920912979833409,0.07046002782795005,0.11026121568314531,0.5375806754054797,-0.05546903700288628,-0.04703434568894731,-0.0029260275572012685,-0.0028751343365522016
pct_wfh,0.06691015738139125,0.4378184518658926,0.4912603921908973,0.4723275582643718,0.5093844352139165,0.49808350843865207,0.43697271348340927,0.4212511202070676,0.41749103898159223,,0.4320595608691693,0.16446419945119306,0.38016335325487466,0.36791532908697405,-0.04994526892855079,0.4194721259614047,0.40417251379953345,0.12114359739858276,-0.20869015238566582,-0.224877320917997,0.013293528185211479,0.00561153261015795,0.04401965688937457,0.05744856483182017,1.0,0.24684522277441434,0.3644145224753072,0.08408512291097034,0.08818293754941611,-0.050496779261802474,-0.09305062238863801,0.0451317661658958,0.05896813567980502,0.10230955550065461,0.08710685482418157,-0.06115231036742063,-0.22918198520384908,0.1589304242263799,0.2088496053675846,0.08143779395775295,-0.016181549442383477,0.12685472038313939,0.0701228410402505,-0.015549896021123907,0.05403503553677512,-0.138793707554637,-0.0006060638378377017,-0.11814599714493924,0.12848274266244145,-0.007890757503978668,0.17459119208306953,-0.03948127926237842,-0.006979645002847359,-0.034508580998018616,0.04857313215920943,0.07811485843764769,0.4153948469473187,0.47373484491541784,-0.008074872814667922,-0.16503232229945344,0.014124466169987339,-0.12658393620550965,-0.005157909646075557,0.15052150720608143,0.013522643005617993,0.09306002911969119,-0.025382828024081157,0.3166816647154657,0.023473127893697366,-0.05115839660680208,0.06361034632900976,0.08768349256483216,0.003992778505989433,0.027105581838136553,0.3152564956812082,0.22094448709158826,0.13227878965234777,-0.018937750328486318,0.0016779911323503945,0.00018101831803162138,0.00017160386241052767
pct_wfh_delta,-0.0343706800414022,0.07627597831151714,0.04150933550263937,0.02815453800590577,0.033271236679381706,0.0461068121305424,0.024327851943586443,0.02189492272181781,0.07832835798772643,,0.022352274149108915,0.04904108513976897,-0.016539957586496346,-0.0033889501864545085,0.012574345838058658,0.047710813910136124,0.024936756101782715,0.044877929434469443,0.005509770294590021,-0.001407152635441357,0.007235312393145034,0.006407246991098496,-0.002482498938950069,0.006828489105846814,0.24684522277441434,1.0,-0.22824239271767807,0.010753136675493097,0.010587953506575144,0.0007878562974529006,0.0027107365244959164,-0.019030047053474882,-0.014878651045433278,0.00607407152219596,0.013029864610054205,-0.016110861696725577,0.012146183266907728,-0.004031497333555089,-0.015428863462413069,0.02633388230807885,0.021827575227672074,0.02479714138335095,-0.04111187221254042,-0.002347882176951166,-0.04038144500385429,0.045323747759697754,-0.003343747170672701,0.047530363985431194,0.031387883068729375,-0.0060792074923169195,0.03092436611229168,0.0038957264256223307,0.006502252861881909,0.005221849428714638,0.0025820785812311424,0.006325639402186475,0.028511375669944914,0.01276836537857415,0.03972826050623271,-0.009141976478497073,0.0011231747056212437,0.005625149000654658,0.0045387630761887805,-0.02415210462176788,0.0018625713083723246,-0.021646094147099556,-0.0006444124883356399,0.01253496198182881,-0.043023517049104065,-0.05196187258984227,-0.0295393630307467,-0.01775812451033764,0.008074029968192132,-0.034753502379108535,0.00810153176920636,0.01608558927213276,-0.014224356706252203,0.002980559228369184,0.006518272813326694,-0.0008109739370114619,-0.0008225424954966752
pct_wfh_prior,0.11197476420899964,0.3500502020884324,0.3686949086793075,0.345996195921778,0.4278484698699844,0.4892756028195873,0.28535676043647157,0.2736621619461974,0.3589081610076753,,0.2842407608056097,0.04274339542605024,0.378427039182601,0.3352825135399691,-0.03960156556326069,0.22295230014935724,0.21201382822303588,0.03921546683087366,-0.16175041250374297,-0.15917479077876567,0.019357006776222173,-0.10391945551488163,0.09431229726747639,-0.11100864361917417,0.3644145224753072,-0.22824239271767807,1.0,0.04102678035602834,0.021499207772847136,-0.0551866167101477,-0.04816627889679693,0.07881892412192387,0.07721516128751495,0.06316225208044224,0.04408056449068031,-0.014608777455623567,-0.18090277335778226,0.10761944012830894,0.17522547056541612,-0.01142053325494324,0.00031048348730475467,-0.006986604684990368,0.14965205842375195,-0.008886780945850799,0.15739053330353794,-0.18373428305956424,0.01097796330468095,-0.18312726034858734,0.023138887847674164,-0.0022586655727225564,0.021721650005340307,-0.07187064159667521,0.022027364058139643,-0.07484831412133654,0.0813872295315687,-0.09664799271847097,0.2612835497936165,0.27228316179888595,-0.01683863926429758,-0.1539517157332161,0.03515575756819382,-0.1333873665602524,0.029468536369266638,0.23320051062566413,0.00569021836865958,0.20650152028707697,0.0008197225442313714,0.22769020263501535,0.014876957756920545,0.09969508728021816,0.01437402620024881,-0.0013699400176439204,-0.062409541700958096,0.005698325947633266,0.23316606561286876,0.15072304786375806,0.044300243141269416,0.0029905927139090615,0.005274477873796189,0.0017323287812643113,0.0017472888408666693
